No,Teks,Kategori
1522,"Kedua , masyarakat menilai bahwa pelayanan kesehatan gratis kurang memuaskan",Argumentatif
1523,"Pertama , secara umum masyarakat miskin masih menghadapi hambatan biaya transpor ke puskesmas / rumah sakit",Argumentatif
1524,"Sebagian kecil penerima menggunakan BLT untuk berobat , keperluan sekolah , atau membayar utang",Deskriptif
1525,"Umumnya , RTSM sasaran menggunakan dana PKH untuk memenuhi kebutuhan kesehatan dan pendidikan anak",Deskriptif
1526,Ada juga RTSM yang menggunakan sebagian atau seluruh dana PKH untuk meningkatkan kualitas konsumsi keluarga,Deskriptif
1527,"Pada beberapa kasus , penerima dapat menitipkan pengambilan dana kepada aparat desa atas kemauan sendiri atau kemauan aparat desa",Deskriptif
1528,Perubahan tersebut terjadi karena terdapat sasaran yang sudah tidak memenuhi persyaratan lagi,Deskriptif
1529,"Di samping itu , peran KUR dalam pemberdayaan usaha mikro dan kecil sangat terbatas",Argumentatif
1530,"Pada pencairan dana tahap kedua tahun 2009 , jumlah sasaran berkurang 13,4% dari total 4.991 RTSM pada pencairan tahap pertama",Argumentatif
1531,Pemda Kabupaten Banjar menyediakan santunan kematian dan pelayanan KTP gratis,Deskriptif
1532,"Warga desa studi yang mengetahui , mengajukan , dan memperoleh KUR sangat sedikit karena sosialisasi yang sangat terbatas",Deskriptif
1533,Pemda di kabupaten studi tidak menyediakan program / bantuan khusus untuk meredam dampak krisis,Argumentatif
1534,"Akan tetapi , sejak sebelum krisis , terdapat beberapa program / bantuan yang disediakan oleh pemda setempat dan pihak swasta",Deskriptif
1535,"Di dua kecamatan yang dikunjungi , BUMDes kurang berkembang karena rendahnya kinerja pengelola dan minat meminjam dari masyarakat",Argumentatif
1536,Mereka hanya melaksanakan PPS yang telah ada dengan mekanisme baku sesuai aturan atau pelaksanaan sebelumnya,Deskriptif
1537,"Dalam kaitannya dengan upaya untuk meredam dampak negatif KKG , ditemukan hal-hal sebagai berikut",Deskriptif
1538,b ) Tidak terdapat upaya dan rencana aparat pemerintah untuk menyesuaikan pelaksanaan PPS dalam merespons KKG,Argumentatif
1539,"a ) Selain PPS yang telah ada , pemerintah tidak menyediakan PPS lain yang dirancang khusus untuk merespons dampak krisis",Argumentatif
1540,e ) Program bersasaran umum ( kesehatan dan pendidikan ) dapat membantu masyarakat yang terdampak KKG,Deskriptif
1541,"Namun dalam mengaksesnya , sebagian masyarakat masih terhambat masalah transportasi dan persyaratan administrasi",Deskriptif
1542,( 2 ) melakukan penyesuaian terhadap mekanisme pelaksanaan,Deskriptif
1543,menyelenggarakan BLT secara ad hoc di wilayah terdampak,Deskriptif
1544,Sistem informasi tersebut melibatkan berbagai pihak relevan dari unsur pemerintah dan swasta baik di pusat maupun di daerah,Deskriptif
1545,( 1 ) memberikan payung hukum yang menyediakan ruang modifikasi legal bagi pelaksanaan PPS yang ada,Deskriptif
1546,untuk merespons dampak guncangan sosial-ekonomi atau memulihkan keadaan akibat guncangan tersebut,Argumentatif
1547,"menyederhanakan tahapan proses kegiatan dan pencairan dana; bila perlu , menggunakan dana talangan",Argumentatif
1548,mengarahkan pengembangan wilayah pilot PKH ke daerah terdampak,Argumentatif
1549,meningkatkan intensitas dan efektivitas sosialisasi serta mempermudah persyaratan dan prosedur kredit;,Argumentatif
1550,"Selain itu , dalam pelaksanaannya harus mempertimbangkan politik desentralisasi dan partisipasi daerah",Deskriptif
1551,Berbagai data terbaru telah mengindikasikan dampak negatif tersebut,Deskriptif
1552,"( 3 ) menciptakan program khusus untuk merespons dampak krisis , misalnya , program padat karya ( cash for work )",Deskriptif
1553,BPS juga melaporkan penurunan ekspor Indonesia secara signifikan,Deskriptif
1554,e ) Program bersifat universal perlu memberi kewajiban kepada kelompok masyarakat mampu untuk berkontribusi dalam pendanaan,Argumentatif
1555,d ) Pelaksanaan seluruh PPS harus terintegrasi dan berada di bawah kendali satu lembaga tingkat pusat yang mempunyai otoritas kuat,Argumentatif
1556,Dampak KKG terhadap perekonomian Indonesia berbeda dengan dampak krisis ekonomi 1997 / 98,Deskriptif
1557,"Bahkan , penurunan nilai rupiah saat itu cenderung menguntungkan produk-produk ekspor Indonesia",Deskriptif
1558,KKG juga kemungkinan akan memicu kemunculan kelompokkelompok miskin dan / atau kelompok rentan baru,Deskriptif
1559,Keempat kelompok kegiatan tersebut secara lengkap dapat dilihat pada,Deskriptif
1560,Semua itu diharapkan mampu memberikan dukungan bagi masyarakat dalam menghadapi guncangan akibat krisis,Argumentatif
1561,Pemantauan tersebut dilakukan melalui empat kelompok kegiatan yang salah satu di antaranya adalah studi kasus,Deskriptif
1562,1.2 Tujuan Studi kasus pertama ini bertujuan untuk 1,Deskriptif
1563,Studi kasus dilakukan setiap empat bulan untuk mengkaji suatu isu atau permasalahan secara mendalam,Deskriptif
1564,"Pada studi kasus pertama , dilakukan kajian terhadap peran PPS dalam merespons dampak negatif KKG",Deskriptif
1565,mengetahui gambaran umum dampak KKG terhadap kondisi sosial-ekonomi masyarakat di wilayah studi,Deskriptif
1566,Studi kasus pertama ini dilaksanakan selama periode Agustus-November 2009,Deskriptif
1567,mengetahui gambaran umum kebijakan PPS yang berasal dari Pemerintah Pusat dan pemerintah daerah ( pemda ),Deskriptif
1568,"a ) Program Nasional Pemberdayaan Masyarakat ( PNPM ) ,",Deskriptif
1569,Pengumpulan informasi dan data dilakukan melalui dua tahap kegiatan,Deskriptif
1570,Studi dilakukan secara kualitatif melalui wawancara mendalam dengan menggunakan pedoman pertanyaan semi-terstruktur,Deskriptif
1571,menelusuri penyesuaian yang dilakukan lembaga pelaksana terhadap berbagai PPS yang telah ada dalam upaya merespons dampak krisis,Deskriptif
1572,"d ) Jaminan Kesehatan Masyarakat ( Jamkesmas ) ,",Deskriptif
1573,"b ) Beras untuk Rumah Tangga Miskin ( Raskin ) ,",Deskriptif
1574,"Secara umum , wilayah studi ditentukan secara purposif berdasarkan kriteria",Deskriptif
1575,"Di setiap kabupaten , dipilih satu kecamatan dengan kriteria yang sama",Deskriptif
1576,Kajian kebijakan atau program di tingkat pusat dan kabupaten / kota studi mempunyai penekanan yang sedikit berbeda,Deskriptif
1577,"Berdasarkan kriteria yang sama , di setiap provinsi tersebut , dipilih satu kabupaten / kota lokasi studi",Deskriptif
1578,"Dari masing-masing sektor tersebut , dipilih satu komoditas yang terkena dampak cukup besar , yaitu karet dan batu bara",Deskriptif
1579,Kabupaten Musi Banyuasin ( Muba ) di Provinsi Sumatra Selatan dan Kabupaten Banjar di Provinsi Kalimantan Selatan,Deskriptif
1580,Kedua desa / kelurahan tersebut mempunyai variasi dalam hal kecenderungan urban / rural atau akses / jarak dari ibu kota kecamatan,Deskriptif
1581,"Di Kabupaten Banjar , dikunjungi Desa Batu Balian dan Desa Cinta Puri yang terdapat di Kecamatan Simpang Empat",Deskriptif
1582,1.4 Struktur Laporan Laporan hasil studi kasus pertama ini dibagi dalam lima bagian,Deskriptif
1583,"Bahkan , akses ke Desa Cinta Puri berupa jalan aspal yang agak rusak dan jalan tanah yang sulit dilalui saat hujan / basah",Deskriptif
1584,"Di Kalimantan Selatan , ada tambahan satu desa studi , yakni Desa Rantau Bakula di Kecamatan Sungai Pinang",Deskriptif
1585,Desa tersebut merupakan lokasi penambangan batu bara dan terletak di kecamatan produsen batu bara terbesar di Kabupaten Banjar,Deskriptif
1586,"Bab pertama berupa pendahuluan yang memaparkan latar belakang , tujuan studi , dan metodologi yang digunakan",Deskriptif
1587,GAMBARAN UMUM DAMPAK SOSIAL-EKONOMI KRISIS KEUANGAN GLOBAL 2008 / 09,Deskriptif
1588,Bab ketiga memaparkan gambaran umum dampak KKG terhadap kondisi sosial-ekonomi masyarakat di wilayah studi,Deskriptif
1589,Bab kelima yang merupakan penutup menyajikan simpulan serta rekomendasi bagi upaya-upaya merespons krisis dan meredam dampaknya,Deskriptif
1590,"Di semua desa studi , KKG 2008 / 09 berdampak pada hampir seluruh masyarakat di berbagai lapisan kesejahteraan",Deskriptif
1591,Penyadap merupakan kelompok terkena dampak paling parah,Deskriptif
1592,"Secara umum , naik turunnya harga karet domestik merupakan refleksi dinamika naik turunnya penawaran dan permintaan karet dunia",Argumentatif
1593,Krisis global yang mengguncang ekonomi dunia tahun lalu adalah faktor utama penyebab terjun bebasnya harga karet pada akhir 2008,Argumentatif
1594,"Pada saat harga jatuh ke titik Rp2.500 per kg , penghasilan mereka hanya sekitar Rp750.000",Deskriptif
1595,"Rangkaian dampak berikutnya akibat penurunan penghasilan petani karet meliputi , antara lain",Deskriptif
1596,Tingkat kesejahteraan mereka menurun secara signifikan karena pendapatan dan tabungan mereka terbatas,Deskriptif
1597,kredit sepeda motor macet atau sepeda motor disita dealer,Deskriptif
1598,"a ) aoeKetika harga karet tinggi , pasar ramai dan jalanan macet",Argumentatif
1599,"Banyak masyarakat berutang dan belum mampu membayar ( beberapa responden , 15-19 Oktober 2009 )",Argumentatif
1600,i ) Jumlah dan ragam makanan yang dikonsumsi berkurang,Deskriptif
1601,"Ketika harga karet merosot tajam , masyarakat menjadi panika ( Dinas Sosial Kabupaten Muba , 14 Oktober 2009 )",Deskriptif
1602,"d ) aoePada saat harga karet tinggi , hampir semua keluarga memiliki sepeda motor",Deskriptif
1603,Makan lebih ditujukan untuk sumber tenaga,Deskriptif
1604,"Bahkan ada yang mempunyai dua atau tiga buaha ( tokoh masyarakat dan staf desa , 14 Oktober 2009 )",Deskriptif
1605,Bahan pemanis tidak lagi menggunakan gula karena gula mahal,Deskriptif
1606,Banyak sekali motor dan mobil yang ditarik atau dikembalikan ke dealer karena masyarakat tidak mampu membayar cicilan kredit,Deskriptif
1607,"Sejak awal 2009 , harga karet mulai meningkat",Deskriptif
1608,"Saat kunjungan tim SMERU , harga karet di tingkat petani mencapai Rp6.500 per kg",Deskriptif
1609,"Ketika harga karet sangat rendah , muncul berbagai upaya bertahan hidup , terutama dilakukan oleh kelompok penyadap , seperti",Deskriptif
1610,Keyakinan akan membaiknya keadaan juga berpengaruh pada keputusan tersebut,Argumentatif
1611,Harga batu bara yang turun sekitar 50% dinilai masih layak secara ekonomis,Deskriptif
1612,"Secara umum , dampak KKG terhadap pemutusan hubungan kerja ( PHK ) relatif rendah",Deskriptif
1613,Adanya penurunan volume penjualan juga tidak mengakibatkan perusahaan tambang skala besar menghentikan operasinya,Deskriptif
1614,Volume pekerjaan mereka mengalami penurunan sehingga tingkat pendapatannya berkurang,Deskriptif
1615,Perusahaan yang masih dapat bertahan hanya sedikit,Deskriptif
1616,"Oleh karenanya , dampak KKG terhadap pekerja formal atau pekerja tetap relatif rendah",Argumentatif
1617,Hal itu disebabkan oleh pemberlakuan Peraturan Daerah ( Perda ) Provinsi Kalimantan Selatan No,Argumentatif
1618,"Akibatnya , kegiatan usahanya mengalami penurunan",Deskriptif
1619,"Bahkan , khusus sopir truk pengangkut batu bara dari stockpile ke pelabuhan juga mengalami penurunan nilai premi",Deskriptif
1620,Perusahaan yang letaknya dekat dengan jalan khusus batu bara yang sudah ada sebelumnya,Deskriptif
1621,"Sebelumnya , dia memperoleh penghasilan sekitar 1 juta-1,5 juta rupiah per bulan",Deskriptif
1622,"Selain itu , jumlah pembeli pun menurun tajam",Deskriptif
1623,"Akibatnya , dia mulai kesulitan memenuhi kebutuhan konsumsi keluarga",Argumentatif
1624,"Saat ini , untuk memperoleh omzet Rp200.000 per hari saja sudah sulit",Deskriptif
1625,Mereka yang memiliki kebun karet kembali menggarap kebunnya secara intensif,Deskriptif
1626,"Sebagian besar dari mereka menjadi petani karet , baik di kebun milik sendiri maupun milik orang lain",Deskriptif
1627,Mereka yang tidak memiliki kebun dapat menjadi penggarap kebun orang tua atau saudara,Deskriptif
1628,Banyak juga sopir truk yang membawa truknya ke luar provinsi untuk mengangkut komoditas lain,Deskriptif
1629,Hal ini menyebabkan pengurangan luas garapan dan / atau pengalihan lahan garapan dari petani lain,Argumentatif
1630,Ada juga di antara mereka yang masih menganggur,Deskriptif
1631,Sebagian aparat pemerintah tidak mengetahui adanya dampak KKG,Deskriptif
1632,"Mantan pekerja batu bara lainnya beralih profesi , seperti menjadi montir motor atau pekerja serabutan",Deskriptif
1633,"Gejala banyaknya rumah tangga yang pindah ke luar daerah , antara lain , tercermin dari banyaknya murid SD yang pindah sekolah",Deskriptif
1634,"Bahkan , ada yang menyatakan bahwa KKG tidak berdampak di wilayahnya",Argumentatif
1635,"Misalnya , KKG menyebabkan harga komoditas tertentu seperti karet dan batu bara turun",Argumentatif
1636,Informasi yang mereka ketahui pun biasanya bersifat parsial,Deskriptif
1637,Hasilnya terlihat dari menurunnya insiden kemiskinan,Deskriptif
1638,"Akan tetapi , pengetahuan aparat pemerintah tentang dampak KKG terhadap penghidupan masyarakat sangat terbatas",Deskriptif
1639,"Sebelum krisis ekonomi 1997 / 98 , Indonesia telah berhasil menekan tingkat kemiskinan penduduk",Deskriptif
1640,"Hal itu terlihat dari penurunan proporsi penduduk miskin dari 40,1% pada 1976 menjadi 11,3% pada 1996",Deskriptif
1641,"Bahkan , tingkat kemiskinan pada 2005 lebih rendah dibanding sebelum krisis",Deskriptif
1642,"Namun , krisis ekonomi 1997 / 98 berdampak pada meningkatnya insiden kemiskinan lebih dari 14 juta jiwa selama periode 1996-1999",Deskriptif
1643,"Selain angka kemiskinan yang masih cukup tinggi , Indonesia juga menghadapi persoalan kesenjangan yang cukup serius",Argumentatif
1644,Kesenjangan yang bersumber dari relasi gender juga masih menjadi persoalan dalam keseharian kehidupan sosial-ekonomi masyarakat,Argumentatif
1645,"Baru pada awal Pelita VI ( 1994 ) , pemerintah mencantumkan penanggulangan kemiskinan sebagai tujuan pembangunan nasional",Deskriptif
1646,"Hingga kini , kebijakan tersebut masih terus menjadi agenda utama pembangunan nasional",Deskriptif
1647,"Secara umum , perlindungan sosial meliputi jaminan sosial dan bantuan sosial",Deskriptif
1648,"Targetnya adalah penduduk miskin , termasuk pekerja informal",Deskriptif
1649,"Sumber pendanaannya berasal dari subsidi pemerintah , baik sebagian maupun sepenuhnya , tanpa iuran masyarakat",Deskriptif
1650,Kebijakan Penanggulangan Kemiskinan Bersasaran,Deskriptif
1651,Berbagai jenis bantuan sosial yang ada dapat dikategorikan dalam Program JPS dan rehabilitasi sosial,Deskriptif
1652,Program JPS diluncurkan sesaat setelah krisis ekonomi 1997 / 98 untuk membantu mengurangi dampak krisis,Deskriptif
1653,Hal ini sudah dilakukan pemerintah melalui Program Jamkesmas dan Jaminan Pelayanan Kesehatan Masyarakat ( JPKM ),Deskriptif
1654,"Sampai sekarang , pemerintah masih melaksanakan berbagai program sejenis atau kelanjutan JPS dengan nama berbeda",Deskriptif
1655,"Untuk rehabilitasi sosial , bantuan ditujukan bagi korban bencana alam dan sosial , seperti gempa bumi , banjir , dan huru hara",Deskriptif
1656,PPK dimulai pada 1998 sedangkan P2KP pada 1999,Deskriptif
1657,"Jauh sebelum kedua program tersebut , ada program sejenis berskala lebih kecil ( di 12 provinsi )",Deskriptif
1658,Program Pembinaan dan Peningkatan Pendapatan Petani / Nelayan Kecil ( P4K ) yang dilaksanakan pada 1979-2005,Deskriptif
1659,"Ketiga program tersebut mempunyai komponen yang serupa , yaitu memberikan bantuan modal dan pendampingan",Deskriptif
1660,PNPM yang juga disebut PNPM Mandiri memayungi dua kategori kegiatan,Deskriptif
1661,"Pada 2007 , pemerintah mengintegrasikan kedua program tersebut ke dalam PNPM yang berskala lebih besar",Deskriptif
1662,PNPM-Inti dan PNPM-Penguatan yang masing-masing terdiri dari beberapa program,Deskriptif
1663,Berikut adalah kecenderungan umum pelaksanaan berbagai PPS di Indonesia,Deskriptif
1664,3.2 Gambaran Kebijakan Program Perlindungan Sosial Tingkat Nasional,Deskriptif
1665,"6 Tahun 2007 tentang Kebijakan Percepatan Pengembangan Sektor Riil dan Pemberdayaan Usaha Mikro , Kecil , dan Menengah ( UMKM )",Deskriptif
1666,"Oleh karenanya , di satu sisi , kerapkali terjadi ketidaktepatan sasaran , sementara di sisi lain , terdapat kekurangcakupan",Argumentatif
1667,"b ) PPS bersifat sentralistis; Pemerintah Pusat mengatur , merencanakan , melaksanakan , dan mengawasi program",Argumentatif
1668,"Saat KKG 2008 / 09 melanda Indonesia , Pemerintah terus melaksanakan beberapa PPS yang sebelumnya telah ada",Deskriptif
1669,"Kecuali BLT yang hanya dilaksanakan hingga Februari 2009 , seluruh PPS lainnya hingga saat ini masih dilaksanakan",Deskriptif
1670,"Secara total , anggaran PNPM Mandiri mengalami peningkatan",Deskriptif
1671,"Secara garis besar , cakupan PNPM Mandiri dapat dilihat pada Gambar 3",Deskriptif
1672,"PNPM Mandiri terbagi atas dua kategori utama , yaitu PNPM-Inti dan PNPM-Penguatan",Deskriptif
1673,"PPK dilaksanakan sejak 1998 untuk daerah perdesaan , sedangkan P2KP sejak 1999 untuk daerah perkotaan",Deskriptif
1674,"Khusus untuk PNPM-Inti , anggaran dan cakupan jumlah kecamatan juga mengalami peningkatan",Deskriptif
